name,address,rating,description,facilities,reviews
Banyan Tree Bangkok,"21/100 South Sathon Road, Bangkok, 10120, Thailand.",8,"The 20-year-old Banyan Tree runs like a well-oiled machine, offering sumptuous Thai elegance, excellent service and all the amenities one might expect from a five-star hotel, including a pool, gym and spa. Located in a slim skyscraper in the downtown Sathorn area, the standard rooms are really mini suites. ","['Bar', 'Fitness centre', 'Laundry', 'Parking', 'Pool', 'Restaurant', 'Room service', 'Sauna', 'Spa', 'Wi-Fi']","[{'rating': '7', 'property': 'Location', 'description': 'The Banyan Tree, located in the upmarket Sathorn area, is not terribly close to public transport but the hotel runs a free hourly shuttle service to the Lumpini underground station and to Sala Daeng sky train station. Guests wanting to visit the city’s historical sites may have to endure a longer taxi ride, up to an hour depending on traffic.'}, {'rating': '8', 'property': 'Style & character', 'description': 'A lady dressed in bright silk plays a khim, a Thai dulcimer, in the lobby. The downstairs restaurant is adjoined by a small jungle-scape complete with waterfalls. This might sound a tad kitsch but it works well. Contemporary Thai design elements, long silent corridors, deep carpets and floor-to-ceiling windows offer anonymous but attractive comfort.'}, {'rating': '8', 'property': 'Service & facilities', 'description': 'Service at the Banyan Tree is switched on and efficient. A modest pool on the 21st floor, a well-equipped gym and a large spa offer all the amenities couples and business travellers might expect.'}, {'rating': '8', 'property': 'Rooms', 'description': 'The comfortable standard rooms at the Banyan Tree are all mini suites - a small living area with couch and desk leads into a decent-sized bedroom with attached bathroom, perfect to linger without feeling cramped. The furnishings, marble tables, dark wood and carpet look a bit dated but are in excellent condition. The bathrooms are small but spotless.'}, {'rating': '8', 'property': 'Food & drink', 'description': 'Foodies will never despair at the Banyan Tree which has no less than seven restaurants - two Thai, a Chinese, a Japanese, a café on the ground floor, a river cruise ship and the spectacular Vertigo that gracefully floats above the city.'}, {'rating': '8', 'property': 'Value for money', 'description': 'Double rooms from £88 in low season; rising to £155 in high. Breakfast excluded. Free Wi-Fi.'}, {'rating': None, 'property': 'Access for guests with disabilities?', 'description': 'Rooms and bathrooms are spacious though wheelchair users have to use the staff entrance. The Vertigo Restaurant and Moon Bar are only accessible via stairs.'}, {'rating': None, 'property': 'Family-friendly?', 'description': 'The two-bedroom suites are convenient for families but overall this is more of a couple-oriented hotel.'}]"
Eastin Grand Hotel Sathorn,"33/1 South Sathorn Road, Yanawa, Sathorn 
 Bangkok, 10120, Thailand.",8,"The family-friendly Eastin Grand Hotel Sathorn is a large elegant hotel in Bangkok’s business district, close to the river and main tourist sites. Three restaurants, including an excellent Italian and a highly reputable Chinese eatery, a large infinity pool, a kids’ playroom and a spacious gym round off the picture.","['Bar', 'Fitness centre', ""Kids' club"", 'Laundry', 'Parking', 'Pool', 'Restaurant', 'Room service', 'Wi-Fi']","[{'rating': '9', 'property': 'Location', 'description': 'The Eastin is located in the heart of Bangkok’s Sathorn business district. The hotel has its own entrance to the Surasak sky train station and is just one stop away from the Chao Praya River. This puts the Eastin within easy reach of both downtown nightlife and the historical tourist attractions along the river – the Royal Palace, Wat Po and Wat Aroon are a short boat ride away.'}, {'rating': '6', 'property': 'Style & character', 'description': 'The emphasis is on comfort rather than style, and the functional rather than beautiful.'}, {'rating': '8', 'property': 'Service & facilities', 'description': 'Service is excellent and friendly. The infinity pool is large and offers great views of the surrounding cityscape and there’s a bar attached. The rattan capsule chairs by the pool are a nice touch. Guests can enjoy great views of the city while they’re burning calories in the well-equipped gym. Many parents have left offspring in the children’s playroom, well served with games and activities for kids between two and 16, before hitting the shopping centres.'}, {'rating': '7', 'property': 'Rooms', 'description': 'The 220 bright standard rooms, all with floor-to-ceiling windows, are just about large enough, clean and functional. The bathrooms are a bit small but the furnishings are in very good condition and the mini-bar is well stocked. Some rooms have connecting doors and extra beds and breakfast for children under 16 accompanying their parents are free of charge, another plus for families.'}, {'rating': '9', 'property': 'Food & drink', 'description': 'The Eastin is a culinary paradise. The Chinese Chef Man serves excellent Cantonese cuisine, a great variety of dim sum and teas. The bright Luce Restaurant has views of the pool and offers an extensive Italian menu. The Wagyu beef dishes are highly recommended and reasonably priced. The Glass House offers a dizzying variety of dishes from around the world for its international lunch and dinner buffets. Poolside is the best place for a pre-dinner drink. Swizzles, the café in the lobby, serves great sandwiches.'}, {'rating': '8', 'property': 'Value for money', 'description': 'Double rooms from £71 in low season; rising to £90 in high. Breakfast included. Free Wi-Fi.'}, {'rating': None, 'property': 'Access for guests with disabilities?', 'description': 'Yes, access is easy and each floor has a room for guests with special needs.'}, {'rating': None, 'property': 'Family-friendly?', 'description': 'Absolutely, excellent location and facilities for families.'}]"
The Surin Phuket,"Pansea Bay, 118 Moo 3, Choeng Talay, Talang District, 83110, Thailand.",8,"The Surin tempts guests back to its Shaker-style rooms and private cottages year after with its beautiful beach, fabulous Andaman Sea views and all-rounmd idyllic location on Phuket's west coast. The hotel sits almost directly on the pristine sands of Pansea Beach.","['Bar', 'Beach', 'Fitness centre', 'Laundry', 'Parking', 'Pool', 'Restaurant', 'Room service', 'Spa', 'Tennis court', 'Wi-Fi']","[{'rating': '9', 'property': 'Location', 'description': 'The Surin is perfectly positioned on Pansea Beach, a near-private stretch of sand that sits right next door to cool beach clubs, trendy boutiques and tin-hut Thai restaurants.'}, {'rating': '8', 'property': 'Style & character', 'description': 'The hotel is built around a giant central pavilion which is open to the elements and delivers some seriously impressive Andaman Sea views. From here, 102 white cottages fan out across the hillside at various levels and are connected by a serious of steep staircases and elevated walkways – very pretty but no ideal if you’ve got a bad hip or a toddler in your arms. There is also a huge hexagonal swimming pool and a rather sparse but well-priced spa.'}, {'rating': '9', 'property': 'Service & facilities', 'description': 'The experienced staff don’t miss a trick.'}, {'rating': '7', 'property': 'Rooms', 'description': 'A recent refurbishment has given the villas a Shaker-meets-Siam look, with lots of fresh white walls, sliding doors and cool grey marble floors. Categories depend on position, with those lower and closer to the beach being the more expensive option. The majority of the rooms don’t have bathtubs (you’ll only find these in the beach suites) but they do have small decks for sunbathing and plenty of storage space.'}, {'rating': '6', 'property': 'Food & drink', 'description': 'A generous breakfast is served in the Sunset Café, overlooking the pool and garden. International dishes are served here throughout the rest of the day. The glass-encased Lomtalay serves Thai food and a seafood restaurant pops up on the beach from October to May. It’s not the most inspired food (especially for the price) but a new chef is aiming to shake things up.'}, {'rating': '7', 'property': 'Value for money', 'description': 'Although you do get breakfast and Wi-Fi included, you’re really paying for the beach here as few Phuket hotels claim a space so close to the sands. Rates aren’t bad in low-season but rocket up at peak times. If you can forgo being by the seashore then you’ll find hotels with a lot more facilities in the same price bracket.'}, {'rating': None, 'property': 'Access for guests with disabilities?', 'description': 'No.'}, {'rating': None, 'property': 'Family-friendly?', 'description': 'No.'}]"
Hansar Bangkok,"3 Soi Mahadlekluang 2, Rajdamri Road, Bangkok 10330, Bangkok, 10330, Thailand.",8,"The Hansar is a colossus of a hotel centrally located in downtown Bangkok. The 94 rooms are large - with almost equally big bathrooms - in a smart high-rise, and offer contemporary luxury with traditional Thai touches and views over the race course of the Royal Sports Club.","['Bar', 'Fitness centre', 'Laundry', 'Pool', 'Restaurant', 'Room service', 'Spa', 'Wi-Fi']","[{'rating': '8', 'property': 'Location', 'description': 'Ratchadamri Sky train station is a few minutes’ walk away. Most of the city’s upmarket malls, including Siam Paragon and Central Embassy are a short taxi ride away. To the river, the Royal Palace and Wat Po is likely to take 30 to 40 minutes by taxi.'}, {'rating': '7', 'property': 'Style & character', 'description': 'The Hansar offers understated elegance - contemporary five-star aesthetics combined with a little Thai ambience. The reception is on the first floor, much as living quarters in traditional Thai houses are. With a hotel this size, there’s bound to be a bit of a feel of chain hotel. Interestingly, the hotel’s corridors are partly open to the elements and therefore not air-conditioned which is sure to reduce the energy bill. Silence is almost a design element.'}, {'rating': '7', 'property': 'Service & facilities', 'description': 'There’s no travel desk but staff are happy to help visitors get their bearings. The infinity pool on the 8th floor is 25 metres long and the gym is well-equipped. The spa is attractively designed with teak floors and natural plants, and produces its own range of skin care products. There is one treatment room for couples.'}, {'rating': '8', 'property': 'Rooms', 'description': 'The Hansar offers some of the largest rooms downtown, even the smallest pass for a suite at 59 square metres, with teak floors, plush carpets and fabrics provided exclusively by famed Thai silk company Jim Thompson. A few have balconies. Standard rooms, called studios, feature a small kitchen and a washing machine. Some of the furnishings are a little worn around the edges. The spotless bathrooms are appropriately large with white marble tubs and enough reflective surfaces to remind of a hall of mirrors.'}, {'rating': '8', 'property': 'Food & drink', 'description': 'The Boca Café serves standard Thai dishes, western favourites and excellent cakes while Eve Restaurant offers fine French Mediterranean dining. Pre-dinner cocktails are best enjoyed in the ground floor Rouge Bar, while the Zest Bar by the pool is good for a beer. There’s a decent buffet of Thai and international dishes served for breakfast.'}, {'rating': '8', 'property': 'Value for money', 'description': 'Double rooms from £122 in low season; rising to £146 in high. Breakfast, modest mini-bar, Wi-Fi and Sky Train pass included.'}, {'rating': None, 'property': 'Access for guests with disabilities?', 'description': 'Yes. Rooms are wheelchair friendly and there are bathrooms for guests with disabilities'}, {'rating': None, 'property': 'Family-friendly?', 'description': 'No. The public spaces are few and somewhat dark and the rooms are designed for couples.'}]"
Aleenta Phuket Resort and Spa,"33 Moo 5 Tambol Khok Kloy, Amphur Takua Tung, Khok Kloy, Phang Nga, 82140 Natai Beach, Thailand.",8,"With its safe and peaceful setting on Natai beach, north of the island of Phuket, the Aleenta will appeal to both smooch-y couples and families alike. Rooms vary in layout, from split-level suites to penthouses and grand beach villas.","['Bar', 'Beach', 'Fitness centre', 'Laundry', 'Parking', 'Pool', 'Restaurant', 'Room service', 'Spa', 'Wi-Fi']","[{'rating': '9', 'property': 'Location', 'description': 'Although not on the island of Phuket – it’s a 20-minute drive north of the airport in Phang Nga province – the Aleenta serves up Andaman living at its most idyllic. Resting on 10 kilometres of golden sands where jet skis, sun umbrellas and hawkers have been banned, only the lapping of the sea and the odd moo of a water buffalo disturbs the silence.'}, {'rating': '8', 'property': 'Style & character', 'description': 'A modernist design equals cube-shaped villas, clean lines and natural colours. A glamorous black-tiled infinity pool cuts through the centre of the property flanked by double day beds and two indoor/outdoor restaurants. But all eyes are drawn to the beach, where jade-green waters lap against a thick band of shimmering sands that stretch as far as the eye can see.'}, {'rating': '8', 'property': 'Service & facilities', 'description': 'The beach, pools and spa provide more than enough relaxation options but more active guests will find non-motorised watersports, a gym, and fitness studios with complimentary daily activities that include yoga, pilates, X-Fit and Muay Thai boxing. Jungle adventures, cultural tours, and diving and snorkelling trips to the remote Similan Islands can all be arranged by the energetic front desk staff. Overall, service is pleasant; if painfully slow at times.'}, {'rating': '7', 'property': 'Spa', 'description': 'The new Ayurah Spa has set out a rather ambitious stall, offering everything from blood analysis to acupuncture and colonics, as well as the usual scrubs, wraps, massages and facials. Guests are encouraged to take a wellness assessment on arrival to help tailor treatments to their needs, but this didn’t quite come together during my visit. The assessment itself was disorganised and despite being given an extensive booklet at the end of it, I was still unclear what my goals were. Treatments too were not clearly explained and robes were not provided – although my massage was very good.'}, {'rating': '8', 'property': 'Rooms', 'description': 'Contemporary rooms are filled with interesting design features – floating staircases, gallery bedrooms, peek-a-boo bathrooms - some have private pools, while others have access from their terraces straight into larger shared swimming pools. The mammoth beach villas are ideal for families and large groups, while 30 newly-opened one-bedroom villas, tucked behind high stone walls back from the beach, are perfect for those in search of solitude.'}, {'rating': '6', 'property': 'Food & drink', 'description': 'The Edge beachfront restaurant serves what it describes as ‘forward thinking and contemporary cuisine’. As with the spa, it didn’t live up to its lofty expectations, with overly-fussy dishes and steaks that you would need a chainsaw to get through. The Natai fared better with its safe menu of favourite Thai dishes, sandwiches and salads.The Edge beachfront restaurant serves what it describes as ‘forward thinking andcontemporary cuisine’. As with the spa, it didn’t live up to its lofty expectations, withoverly-fussy dishes and steaks that you would need a chainsaw to get through. TheNatai fared better with its safe menu of favourite Thai dishes, sandwiches andsalads.'}, {'rating': '7', 'property': 'Value for money', 'description': 'Doubles from £138, B&B. Wi-Fi is included. Check the Aleenta website for special offers and early bird deals.'}, {'rating': None, 'property': 'Access for guests with disabilities?', 'description': 'No.'}, {'rating': None, 'property': 'Family-friendly?', 'description': 'Very. There’s a free kid’s club for children aged 5 to 10-years old, which runs from 10am until 6pm every day, as well children’s menus and special movie nights. Babysitting is available for a fee.'}]"
Paresa Resort Phuket,"49 Moo 6 Layi - Nakalay Road, Kamala, Phuket, 83150 Kamala Beach, Thailand.",8,"Here, indolence is the name of the game: leisurely breakfasts taken in the shade of a banyan tree, languorous laps of the infinity pool, hours on the balcony staring at the Andaman Sea, with trips to the spa in between. Activities can be arranged too, from SUP-ing along the coast to sparring with a Muay Thai boxer.","['Bar', 'Fitness centre', 'Laundry', 'Parking', 'Pool', 'Restaurant', 'Spa', 'Wi-Fi']","[{'rating': '8', 'property': 'Location', 'description': 'Located in Kamala on the west coast of Phuket, on a stretch of coastal road known as “Millionaire’s Row”, Paresa sits alongside some of South East Asia’s most sought-after luxury villas. The only drawback with its superb cliff-clinging position is that it doesn’t have direct access to beach. It does, however, run a regular complimentary shuttle service to both Kamala beach and Surin beach. The airport is a 40-minute drive away.'}, {'rating': '8', 'property': 'Style & character', 'description': 'On arrival, guests are greeted with the bang of an antique Burmese gong and cups of lemongrass tea before being led out onto a gold-tiled platform with a knock-em-dead view of the Andaman Sea. The hotel’s architecture – all clean lines, soaring ceilings and piercing shafts of light – further reflects this awesome sense of Zen.'}, {'rating': '8', 'property': 'Service & facilities', 'description': 'Aside from a spectacular infinity pool, there’s also an energy pool powered by a giant rose quartz stone, a small gym and a cossetting spa offering traditional treatments inspired by the island’s natural bounty – think seaweed wraps, coconut oil massages and green tea foot baths. Cooking classes can be arranged at their well-equipped (seaview) school, as can a range of experiences from visits to historic neighbourhoods to long-tail boat tours. Staff are friendly and relaxed but always get the job done.'}, {'rating': '8', 'property': 'Rooms', 'description': 'The hotel’s 49 villas tumble down the hillside linked by a series of extremely steep pathways – challenging if you have clicky hips or knees although, happily, buggies always seem to be on hand to scoot you up and down hillsides. All are luxuriously large decorated in a simple but stylish palette of cream and dark wood, with private plunge pools and panoramic sea views.'}, {'rating': '7', 'property': 'Food & drink', 'description': 'The hotel has one restaurant serving two different menus; Diavolo, which offers a selection of rustic Italian dishes, and Talung Thai, which has a tome-like list of Thailand’s rich and varied cuisine.'}, {'rating': '7', 'property': 'Value for money', 'description': 'Double rooms from £231 in low season, rising to £280 in high season. Rates include breakfast and Wi-Fi.'}, {'rating': None, 'property': 'Access for guests with disabilities?', 'description': 'No.'}, {'rating': None, 'property': 'Family-friendly?', 'description': 'Although the hotel is happy to accommodate children, there are a lot of very steep paths and sharp corners, as well as limited facilities for children.'}]"
Anantara Golden Triangle Elephant Camp & Resort,"229 Moo 1, Chiang Saen, Chiang Rai 57150, Thailand.",8,"A destination resort in the far north of Thailand where the big lure is the chance to interact with Asian elephants. The emphasis here is on the finer things in life, with tremendous Thai food, a top-notch spa, excellent service and balcony views that deliver three countries at a glance.","['Bar', 'Fitness centre', 'Laundry', 'Parking', 'Pool', 'Restaurant', 'Room service', 'Sauna', 'Spa', 'Tennis court', 'Wi-Fi']","[{'rating': '8', 'property': 'Location', 'description': ""Anantara Golden triangle occupies an extraordinary position (assuming that you haven't come here for the nightlife): 160 acres of jungle set out on a hill in the northernmost reaches of Thailand, with dazzling views over the Mekong river into Laos and Burma. However, aside from the nearby Hall of Opium –which offers a surprisingly engaging history of the drug trade in the Golden Triangle –there’s little else to distract you. The nearest 'hub' is the town of Chiang Saen, to the south.""}, {'rating': '8', 'property': 'Style & character', 'description': 'An exquisite, luxurious delight. You arrive through a monastic courtyard arranged around a tranquil pool, then skirt a dramatic Thai altarpiece before check-in. The foyer leads down to a gracious dining area set below a lofty pitched roof supported on painted pillars. Long-hanging lampshades glow, the hardwood floors smell of beeswax, and a wide balcony beckons you outside, where the building curves out to an infinity pool with views over the jungle.'}, {'rating': '8', 'property': 'Service & facilities', 'description': 'Of course, you’ve come to meet the elephants. 20 of them live here, tended by their mahouts. Various pachyderm packages are available, including Mahout Training, where you learn basic commands before riding through the jungle. Although the practice of riding elephants is controversial, the elephants here seem well looked-after, the staff focused on making sure their animal –and human –guests are enjoying themselves. Any aches and pains from your ride can be dealt with at the spa, which has five treatment rooms with own-brand and Elemis products.'}, {'rating': '7', 'property': 'Rooms', 'description': ""The 63 rooms and suites unfurl in two wings from the main building. There’s nothing gaudy here, nothing that jars. Instead, enjoy colonial-style sophistication: white sheets contrast with sumptuous teak-wood flooring; the bathrooms have rain-head showers and elegant wooden furniture; Chinese and Thai art hangs from the walls. All rooms have balconies with 'three country' views. The complimentary hand-made biscuits (elephant shaped!) are a nice touch, too.""}, {'rating': '8', 'property': 'Food & drink', 'description': 'At lunch and dinner, the Sale Mae Nam restaurant offers Thai specialities cooked and served beautifully. It’s also the location for breakfast, with plenty of international and Thai buffet options (plus the chance to feed a baby elephant on the terrace). The adjacent Bann Dhalia restaurant offers Italian cuisine –and an impressive wine list –in a smaller, low-lit room, should you favour pizza over pad thai. Aperitifs are taken at the Elephant Bar, with its own terrace.'}, {'rating': '7', 'property': 'Value for money', 'description': 'Double rooms from £663 in low season; rising to £881 in high, on an all-inclusive basis. Free Wi-Fi.'}, {'rating': None, 'property': 'Access for guests with disabilities?', 'description': 'Some ground-floor suites can be accessed by wheelchair users, but they are not specifically designed for those with disabilities.'}, {'rating': None, 'property': 'Family-friendly?', 'description': 'Some Country View Rooms interconnect with Country View Suites to create smart Family Suites; child-care is available.'}]"
Maduzi,"Ratchadaphisek 
 Sukhumvit 16, Bangkok, 10110, Thailand.",8,"The Maduzi is a small and elegant family-run boutique hotel in downtown Bangkok, close to public transport, shopping malls and nightlife. Japanese, Thai and European design influences create a pleasant contemporary ambience, supplemented by fine and eclectic dining opportunities.","['Bar', 'Fitness centre', 'Laundry', 'Parking', 'Restaurant', 'Room service', 'Wi-Fi']","[{'rating': '8', 'property': 'Location', 'description': 'The Maduzi is slap bang in the heart of downtown Bangkok, a few minutes walk from the busy Asoke intersection, a sky train and an underground station, numerous shopping opportunities and nightlife venues including the infamous Soi Cowboy. Not pretty but central.'}, {'rating': '8', 'property': 'Style & character', 'description': 'The family who owns the property is Thai/Chinese/Iranian which translates into the beautiful Arabesque patterns of the sun shade in the ground floor bar and classic Thai paintings and sculptures around the reception. The lift, with its red grill lights, is rather post-modern. Somehow all of this feels a bit cramped but it is a far cry from the ubiquitous downtown chain hotels.'}, {'rating': '6', 'property': 'Service & facilities', 'description': 'Facilities are modest but elegant. No, there’s no pool and no spa, but staff are happy to organise an in-room massage. Service is professional and privacy is a key feature of the hotel – the Maduzi does not allow walk-ins and guests may give staff a secret password upon arrival. Only visitors who know the password will be able to drop by or call hotel guests.'}, {'rating': '8', 'property': 'Rooms', 'description': 'The standard ‘classic’ rooms are a decent size with large bathrooms, all with whirlpool tubs. The floor-to-ceiling windows look onto the rather unattractive Asoke intersection (or its backstreets) but the rooms are elegantly furnished in dark and light woods. Sliding screen doors provide a Japanese touch, while the chairs are from Scandinavia and the desk leather is Italian. The feeling is austere in the best sense of the word – uncluttered, spotless and bright, though the furnishings are a little worn.'}, {'rating': '8', 'property': 'Food & drink', 'description': 'The restaurant serves French cuisine with a Japanese twist, an eclectic combination. The five-course dinner is 1500 Baht (£29). Breakfast is a standard international and Asian buffet affair. The wine list is extensive and for the most part reasonably priced, though you can indulge in a Château Moution Rothchild Pauillac 2003 which will set you back some £800. The circular bar behind the arabesque window shades is the best place for a pre-dinner drink. In the winter, the outside terrace is a good place to relax.'}, {'rating': '8', 'property': 'Value for money', 'description': 'Double rooms from £97 in low season; rising to £112 in high. Breakfast excluded. Free Wi-Fi.'}, {'rating': None, 'property': 'Access for guests with disabilities?', 'description': 'Yes, wheelchair access to the hotel is straightforward and all rooms are easily accessible via the lift.'}, {'rating': None, 'property': 'Family-friendly?', 'description': 'No.'}]"
InterContinental Bangkok,"973 Phloen Chit Rd, Lumphini, Pathum Wan, Bangkok 10330, Thailand.",8,"The InterContinental is a colossus of a hotel in downtown Bangkok, a stone’s throw from the popular Erawan shrine, countless shopping and dining options and a BTS sky train. A classic chain hotel with great service, it offers modern rooms and amenities.","['Bar', 'Fitness centre', 'Laundry', 'Pool', 'Restaurant', 'Room service', 'Sauna', 'Spa', 'Steam room/hammam', 'Wi-Fi']","[{'rating': '9', 'property': 'Location', 'description': 'The InterContinental sits next to the Chit Lom skytrain station, accessible via its own walkway, amidst Bangkok’s best downtown dining and shopping options, which include the brand new luxury shopping centre Emquartier. The city’s main historical sites are a little further afield and best reached by taxi, though the well known Jim Thompson House is nearby.'}, {'rating': '6', 'property': 'Style & character', 'description': 'A luxury hotel that exudes contemporary international style. The rooms could be anywhere in the world, though there are some Asian touches in the common areas.'}, {'rating': '8', 'property': 'Service & facilities', 'description': 'A large spa —treatment rooms feature whirlpool tubs — as well as a spacious gym, both with great views over the high rise cityscape around the hotel, are a real delight. The hotel pool is up on the rooftop, far removed from the madding crowds. Service is efficient and friendly.'}, {'rating': '7', 'property': 'Rooms', 'description': 'Standard rooms are spotless, spacious, well maintained and user-friendly though they would be positively anonymous, if it were not for the stupendous views over downtown Bangkok. The bathrooms are small, but clean and well equipped.'}, {'rating': '8', 'property': 'Food & drink', 'description': 'The hotel boasts four restaurants. The Fireplace Grill & Bar has been around for almost 50 years, significantly longer than the hotel, making it one of the oldest culinary experiences in the city. It is well known for its excellent steaks. The Theo Mio opened in autumn 2015 and serves decent Italian food, including foie gras appetizers and several good lamb dishes for mains. The Espresso serves seafood and the Summer Palace offers first-class Chinese cuisine. There’s also a proper humidor, where guests can puff away on cigars, and a small deli shop in a retail zone adjacent to the hotel. The buffet breakfast is one of the best of its kind in Bangkok, offering a wide selection of food, including a good selection of breads, meat and cheeses, freshly-made juices and great service.'}, {'rating': '8', 'property': 'Value for money', 'description': 'Double rooms from £132 in low season; rising to £276 in high. Breakfast excluded. Wi-Fi excluded.'}, {'rating': None, 'property': 'Access for guests with disabilities?', 'description': 'There’s one room that caters specifically to guests with disabilities.'}, {'rating': None, 'property': 'Family-friendly?', 'description': 'While the Intercontinental offers rooms with connecting doors, a nanny service and a kids’ corner during the weekly Sunday brunch, the hotel is not aimed at families.'}]"
Hotel Muse Bangkok,"55/555 Langsuan Road, Lumpini, Pathumwan, Bangkok, 10330, Thailand.",8,"A design hotel that has skyscraper views but also a boutique feel. A big draw is the sophisticated buzz at night, thanks to the speakeasy-style bar on the 24 floor, an Italian restaurant that takes itself seriously and live blues music.","['Bar', 'Fitness centre', 'Laundry', 'Parking', 'Pool', 'Restaurant', 'Room service', 'Sauna', 'Wi-Fi']","[{'rating': '7', 'property': 'Location', 'description': 'Central, a short walk from Lumpini Park and Chitlom mall.'}, {'rating': '7', 'property': 'Style & character', 'description': 'Dark tones, leather suitcases and framed sketches of renowned buildings from around the world evoke travel in the 1920s, as if King Rama VI, who studied at Oxford, dressed the rooms himself, inspired by his journeys to the West. The Speakeasy Bar has a cigar lounge, good classic cocktails and an outdoor terrace that overlooks the surrounding high-rises. On the rooftop, towers contain private dining rooms and DJs play on a stretch of fake turf into the early hours.'}, {'rating': '6', 'property': 'Service & facilities', 'description': 'Assured in the lobby but sometimes slow at dinner when it was not clear whether to order from one of the few waiters or from the bar. Breakfast was also, when we stayed, over-subscribed and service was poor: we spent a good five minutes waiting for chairs to become free on a shared table that could have done with a brush down.'}, {'rating': '9', 'property': 'Rooms', 'description': 'All 174 are agreeably spacious and at least 39msq, with wooden floors and full-length windows. The bathrooms add a dash of prettiness with roll top baths that peek out from behind blinds and patterned ceramics on an old-fashioned black marble wash table. The high-quality beds are sumptuous.'}, {'rating': '8', 'property': 'Food & drink', 'description': 'A Tuscan chef oversees Medici Kitchen, a cavernous but slickly stylish Italian restaurant with barrels on the walls. Staff claim it is the best Italian in the country and I’m inclined to believe them. The area was apparently once known for jazz and blues music, a tradition the hotel is reviving at weekends with a top-notch, harmonica-toting blues band. The second restaurant, Su Tha Ros, has accomplished Thai food with a western slant – such as sticky, Massaman lamb shank.'}, {'rating': '8', 'property': 'Value for money', 'description': 'Very good for all the space you get, with a double room in low season from £70 a night, excluding breakfast.'}, {'rating': None, 'property': 'Access for guests with disabilities?', 'description': 'Yes, some rooms have been adapted.'}, {'rating': None, 'property': 'Family-friendly?', 'description': 'No.'}]"
Elephant Hills,"170 Moo 7 Tambon Klong Sok, Panom District, Suratthani 84250 Thailand.",8,"Elephant Hills is a full-board tented camp set in the jungle of southern Thailand. As the name suggests, the chance to pamper pachyderms is the main lure, and the wide array of soft adventure activities on offer – from trekking to canoeing excursions – will appeal to all ages.","['Bar', 'Pool', 'Restaurant', 'Wi-Fi']","[{'rating': '9', 'property': 'Location', 'description': 'A point deducted only because its sister property –which can be booked as part of a joint package (see below) –just edges it in terms of drama. Elephant Hills boasts a unique setting at the foot of a jutting ridge of green-clad karst mountains, just off the road dividing Khao Sok and Khlong Phanom national parks, with the murky Sok River curling alongside. The camp’s isolation means that transfers are included from destinations including Phuket (three hours) and Don Sak Pier/Koh Samui (two and a half hours).'}, {'rating': '7', 'property': 'Style & character', 'description': 'Meals are served and activities arranged from a central hub which overlooks the tiny swimming pool. It’s cheerfully rustic, a hanger-like space with a thatched roof that’s open to the elements at the sides. Information boards and carved elephants are the main adornments and a firepit adds to the appeal, as do the excellent Thai massages carried out in the corner.'}, {'rating': '7', 'property': 'Service & facilities', 'description': 'A programme of soft-adventure activities is on offer, with charming staff clad in jungle-green safari gear leading the way. The main lure is the elephant experience, a chance to get your hands dirty feeding and washing the animals. Further afield, a visit to Cheow Larn Lake is a highlight, with many guests opting to stay here overnight at the extraordinary Rainforest Camp, a floating pontoon of tents set out on a quiet backwater, with monkeys hooting in the nearby jungle.'}, {'rating': '8', 'property': 'Rooms', 'description': 'Canvas, but not as you know it. 35 luxury safari-style tents peel off down jungle-swathed pathways. Each has a corrugated iron roof above it, to protect it from the worst of any tropical downpours. Inside, you’ll find a comfortable double bed and colonial elegance in the dark-wood furnishings and flooring, with elephant motifs aplenty. There’s a tiny adobe bathroom at the back, while the front porch comes with a pair of hammocks.'}, {'rating': '6', 'property': 'Food & drink', 'description': 'This is the middle of the jungle, so don’t arrive expecting haute cuisine. Local curries and sweet-and-sour staples dominate the canteen-style menu. Everyone settles down around communal tables, children scampering among the throng. Drinks are ordered from the small bar, from where the reasonably priced beers and smoothies are your best bet.'}, {'rating': '8', 'property': 'Value for money', 'description': 'From £370 per person in the low season; rising to £409 in high season for a two-night Jungle Lake Safari package, including elephant experience, canoe safari, jungle trekking, boat trip on Cheow Larn Lake and overnight at Rainforest Camp, and return transfers. Full board. Free Wi-Fi.'}, {'rating': None, 'property': 'Access for guests with disabilities?', 'description': 'Not suitable for people with disabilities.'}, {'rating': None, 'property': 'Family-friendly?', 'description': 'Very much so. If Indiana Jones was planning a family holiday, he’d probably choose Elephant Hills. Children must be aged seven or over to stay at the Rainforest Camp.'}]"
